Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA75	NGA75	LA50	LGA50	LA75	LGA75
ERR3684734	773	62	0	0	0	0	482219	76999	0	0	0	0	476	2766	352540	1139457	53.59	52.70	745	-	599	-	180	-	314	-	1	1	1139	0	0	0	0	6 + 4 part	6728	30.799	1.009	0.00	55.44	11.38	2766	343372	725	-	587	-	185	-	321	-
ERR3684735	857	72	0	0	0	0	538281	94981	0	0	0	0	501	4421	385277	1139457	52.32	52.70	761	-	616	-	185	-	326	-	1	1	968	0	0	0	0	6 + 4 part	8584	33.710	1.004	0.00	29.59	9.86	4421	375531	745	-	601	-	190	-	333	-
ERR3684736	431	5	0	0	0	0	222386	6718	0	0	0	0	163	1732	107334	1139457	52.41	52.70	635	-	563	-	68	-	113	-	1	1	925	0	0	0	0	2 + 2 part	2960	9.335	1.005	0.00	41.40	5.78	1732	103934	627	-	543	-	71	-	116	-
ERR3684737	690	33	0	0	0	0	403585	44970	0	0	0	0	388	3580	273296	1139457	53.30	52.70	667	-	575	-	150	-	261	-	2	2	3697	0	0	0	0	5 + 2 part	5604	23.922	1.006	0.00	44.71	13.15	3580	266508	653	-	566	-	155	-	267	-
ERR3684738	517	13	0	0	0	0	279929	16498	0	0	0	0	257	1566	168957	1139457	54.05	52.70	624	-	549	-	105	-	177	-	2	2	1897	0	0	0	0	3 + 3 part	4738	14.677	1.006	0.00	45.31	12.86	1469	163429	612	-	540	-	109	-	182	-
ERR3684739	590	377	32	2	0	0	1086396	951158	222114	27095	0	0	529	13797	1062672	1139457	52.68	52.70	2721	2521	1520	1324	121	136	253	294	3	2	10194	2	0	0	1	2 + 14 part	17726	93.384	1.006	0.00	16.65	10.01	13797	1043403	2647	2454	1418	1240	124	139	262	305
ERR3684740	1013	260	0	0	0	0	834551	380634	0	0	0	0	746	3430	723365	1139457	52.80	52.70	1032	698	736	-	242	486	448	-	1	1	1020	0	0	0	2	6 + 8 part	12941	63.431	1.007	0.00	22.24	8.78	3430	707885	1010	676	708	-	246	498	458	-
ERR3684741	294	230	73	16	2	0	1119212	1081070	694957	292205	67808	0	274	37808	1113078	1139457	52.71	52.70	6492	6463	3568	3252	49	51	107	113	2	2	20159	4	0	0	1	4 + 14 part	19906	97.857	1.004	0.00	10.93	10.19	37808	1092046	6448	6357	3314	3193	51	53	110	116
ERR3684742	909	360	3	0	0	0	973360	620602	17675	0	0	0	761	6566	909108	1139457	53.05	52.70	1369	1100	887	612	218	313	426	663	1	1	684	2	0	0	1	5 + 6 part	12024	79.765	1.011	0.00	24.67	10.82	6166	892146	1332	1085	852	574	224	321	438	684
ERR3684743	726	395	10	0	0	0	1041181	824526	60769	0	0	0	642	6789	1006390	1139457	52.65	52.70	1886	1681	1199	933	167	204	333	427	1	1	1302	1	0	0	5	3 + 10 part	19077	88.296	1.005	0.00	18.52	10.69	6789	986611	1846	1644	1162	880	172	210	344	443
ERR3684744	737	405	8	0	0	0	1033384	823438	45205	0	0	0	645	6972	995062	1139457	52.94	52.70	1920	1719	1197	912	172	212	335	438	0	0	0	2	0	0	1	6 + 10 part	14827	87.574	1.006	0.00	20.42	11.39	6968	977725	1881	1662	1155	860	173	214	341	449
ERR3684745	511	344	36	6	0	0	1099628	992652	276899	74045	0	0	467	14667	1082346	1139457	52.82	52.70	3118	3038	1855	1664	104	113	214	239	3	3	23606	1	0	0	2	3 + 11 part	17576	95.148	1.006	0.00	17.76	10.67	14667	1063655	3048	2989	1784	1590	107	116	221	246
ERR3684746	462	332	49	7	0	0	1099797	1012478	370554	88418	0	0	432	14426	1087911	1139457	52.64	52.70	3584	3373	1919	1755	91	98	197	218	1	1	14426	1	0	0	3	3 + 14 part	18918	95.689	1.004	0.00	14.56	9.67	13517	1068326	3562	3254	1889	1717	92	100	201	223
ERR3684747	806	382	11	0	0	0	1035665	764583	62405	0	0	0	688	8000	987959	1139457	52.70	52.70	1729	1498	1044	807	177	224	359	482	0	0	0	3	0	0	0	5 + 8 part	14271	86.842	1.008	0.00	21.21	10.45	8000	970738	1700	1458	1018	771	178	227	367	495
ERR3684748	430	310	52	9	0	0	1108622	1034028	408576	117447	0	0	398	16217	1097413	1139457	52.76	52.70	3954	3769	2248	2133	84	90	175	190	1	1	4526	6	0	0	1	5 + 10 part	18887	96.548	1.004	0.00	19.08	10.33	16125	1077691	3800	3669	2193	2089	86	92	181	196
ERR3684749	507	337	37	9	0	0	1101163	993374	318569	125329	0	0	460	20921	1083044	1139457	52.69	52.70	3295	3056	1796	1613	93	102	206	231	3	2	16054	4	0	0	2	6 + 14 part	20857	94.970	1.005	0.00	17.22	10.98	20921	1060794	3174	2916	1751	1562	96	105	212	238
ERR3684750	434	323	57	5	0	0	1102957	1028498	393815	61038	0	0	408	17301	1092633	1139457	52.69	52.70	3816	3693	2209	2004	93	99	187	203	1	1	4498	3	0	0	3	3 + 13 part	19734	96.066	1.004	0.00	32.93	11.88	16180	1072420	3693	3547	2079	1786	95	101	193	212
ERR3684751	1003	271	0	0	0	0	866883	421080	0	0	0	0	753	4259	758651	1139457	52.68	52.70	1084	752	753	-	231	442	441	-	3	2	4008	0	0	0	1	5 + 8 part	11445	66.665	1.007	0.00	17.52	9.84	4259	744047	1053	719	720	-	237	454	453	-
ERR3684752	865	372	2	0	0	0	983317	673530	10497	0	0	0	719	5423	921604	1139457	53.02	52.70	1523	1230	952	626	199	279	391	601	0	0	0	2	0	0	1	2 + 11 part	13392	81.116	1.006	0.00	29.36	11.19	5423	905831	1497	1198	920	597	202	285	400	620
ERR3684753	759	397	9	2	0	0	1044065	803099	59887	20998	0	0	667	10589	1005547	1139457	52.82	52.70	1820	1605	1115	896	173	213	351	452	1	1	1067	1	0	0	1	10 + 8 part	16570	88.259	1.007	0.00	19.86	10.90	10589	986722	1798	1586	1090	875	175	215	356	459
ERR3684754	892	109	0	0	0	0	602202	140912	0	0	0	0	595	3877	473375	1139457	53.36	52.70	788	-	630	-	219	-	386	-	1	1	1011	0	0	0	1	10 + 2 part	8781	41.525	1.005	0.00	31.60	8.87	3877	463584	780	-	615	-	220	-	390	-
ERR3684755	556	15	0	0	0	0	291797	18691	0	0	0	0	242	1834	159736	1139457	52.38	52.70	636	-	557	-	99	-	166	-	0	0	0	0	0	0	1	3 + 2 part	3987	13.906	1.007	0.00	36.19	7.11	1713	154884	616	-	540	-	102	-	171	-
ERR3684756	816	56	0	0	0	0	500274	72065	0	0	0	0	496	2564	360426	1139457	54.08	52.70	704	-	582	-	188	-	329	-	3	3	3896	0	0	0	1	9 + 3 part	8354	31.323	1.010	0.00	41.03	12.05	2041	349527	695	-	570	-	192	-	335	-
ERR3684757	482	10	0	0	0	0	263541	11196	0	0	0	0	233	1413	156507	1139457	53.49	52.70	650	-	572	-	96	-	160	-	2	2	1892	0	0	0	0	2 + 1 part	2240	13.736	1.009	0.00	35.33	9.16	1413	153014	642	-	568	-	97	-	162	-
ERR3684758	948	316	3	0	0	0	946483	548285	19270	0	0	0	764	7473	868521	1139457	52.59	52.70	1283	960	817	521	216	338	430	737	2	2	8174	2	0	0	1	6 + 8 part	12555	76.359	1.007	0.00	24.24	10.71	6717	853255	1266	947	804	-	219	344	438	-
ERR3684759	977	153	1	0	0	0	695676	212187	5143	0	0	0	666	5143	560989	1139457	52.81	52.70	844	-	648	-	228	-	418	-	4	4	5643	1	0	0	0	5 + 3 part	8128	49.429	1.005	0.00	28.00	11.09	5143	551985	833	-	632	-	234	-	428	-
ERR3684760	770	48	0	0	0	0	463965	58219	0	0	0	0	464	2626	330586	1139457	53.50	52.70	693	-	587	-	181	-	312	-	0	0	0	0	0	0	0	8 + 2 part	7922	28.896	1.004	0.00	41.99	11.51	2108	321938	684	-	577	-	185	-	317	-
ERR3684761	960	174	0	0	0	0	723174	249893	0	0	0	0	682	3204	602478	1139457	53.24	52.70	890	538	680	-	229	619	423	-	1	1	761	0	0	0	1	5 + 7 part	11744	52.785	1.006	0.00	31.50	12.09	3204	589296	877	515	659	-	234	635	432	-
ERR3684762	889	79	0	0	0	0	572926	105294	0	0	0	0	561	2641	433260	1139457	53.47	52.70	761	-	619	-	208	-	367	-	3	3	4235	2	0	0	1	4 + 7 part	8309	37.980	1.006	0.00	39.99	11.59	2641	423964	744	-	609	-	213	-	375	-
ERR3684763	980	198	0	0	0	0	758591	293518	0	0	0	0	685	4205	632159	1139457	52.66	52.70	933	566	712	-	222	569	418	-	1	1	3672	0	0	0	0	8 + 3 part	10280	55.533	1.006	0.00	41.10	10.03	4205	619439	923	549	690	-	226	582	426	-
ERR3684764	904	330	0	0	0	0	927414	560801	0	0	0	0	739	4430	856211	1139457	52.52	52.70	1313	992	858	505	214	339	418	736	2	2	4726	1	0	0	0	9 + 7 part	13885	75.265	1.006	0.00	22.69	9.55	4244	840185	1288	961	833	-	217	345	426	-
ERR3684765	441	15	0	0	0	0	235562	19313	0	0	0	0	191	3216	128215	1139457	52.40	52.70	639	-	556	-	76	-	130	-	0	0	0	0	0	0	0	5 + 0 part	2978	11.120	1.012	0.00	43.64	11.31	3216	123824	622	-	550	-	78	-	133	-
ERR3684766	511	17	0	0	0	0	284471	20160	0	0	0	0	251	1486	170981	1139457	52.96	52.70	657	-	566	-	101	-	171	-	2	1	669	0	0	0	0	1 + 1 part	1399	15.100	1.009	0.00	38.69	14.28	1486	168346	648	-	560	-	103	-	173	-
ERR3684767	557	25	0	0	0	0	318640	32928	0	0	0	0	291	3250	203373	1139457	53.23	52.70	664	-	560	-	113	-	196	-	1	1	579	1	0	0	0	4 + 2 part	4706	17.786	1.004	0.00	42.95	12.13	2445	198086	658	-	555	-	115	-	200	-
ERR3684768	824	58	0	0	0	0	508330	71519	0	0	0	0	505	2965	369241	1139457	53.47	52.70	713	-	598	-	195	-	336	-	2	2	2165	0	0	0	1	3 + 5 part	6717	32.371	1.006	0.00	35.54	12.49	2927	360722	696	-	580	-	201	-	345	-
ERR3684769	827	69	0	0	0	0	529349	93801	0	0	0	0	518	3185	394853	1139457	52.33	52.70	753	-	609	-	191	-	338	-	3	2	2256	0	0	0	0	5 + 2 part	4602	34.763	1.009	0.00	32.06	11.37	3185	388273	741	-	597	-	193	-	342	-
ERR3684770	717	43	0	0	0	0	434104	56311	0	0	0	0	420	2652	305912	1139457	53.15	52.70	717	-	590	-	159	-	278	-	1	1	2136	0	0	0	0	2 + 2 part	4137	26.922	1.007	0.00	43.06	10.68	2652	299818	705	-	576	-	164	-	285	-
ERR3684771	622	24	0	0	0	0	350060	29811	0	0	0	0	321	1983	219547	1139457	52.81	52.70	649	-	565	-	127	-	218	-	0	0	0	0	0	0	0	4 + 2 part	4065	19.284	1.004	0.00	28.89	11.65	1585	214851	647	-	559	-	129	-	221	-
ERR3684772	505	17	0	0	0	0	278731	20551	0	0	0	0	250	2056	168063	1139457	53.69	52.70	642	-	563	-	101	-	171	-	1	1	775	0	0	0	0	2 + 1 part	2332	14.748	1.010	0.00	34.73	7.92	2056	164330	628	-	552	-	103	-	174	-
ERR3684773	499	15	0	0	0	0	273439	19521	0	0	0	0	243	2109	163393	1139457	52.73	52.70	641	-	563	-	98	-	166	-	0	0	0	0	0	0	1	1 + 2 part	2480	14.394	1.005	0.00	43.70	10.61	2109	160341	637	-	553	-	100	-	169	-
ERR3684774	154	1	0	0	0	0	73000	1049	0	0	0	0	44	1049	26312	1139457	53.41	52.70	585	-	529	-	20	-	32	-	0	0	0	1	0	0	0	0 + 1 part	974	2.275	1.001	0.00	51.35	0.00	776	25318	565	-	523	-	21	-	33	-
ERR3684775	270	3	0	0	0	0	137025	4314	0	0	0	0	101	2097	65949	1139457	52.51	52.70	639	-	553	-	42	-	70	-	0	0	0	0	0	0	0	3 + 4 part	4698	5.488	1.003	0.00	44.21	14.74	1082	61201	605	-	534	-	45	-	74	-
ERR3684776	444	4	0	0	0	0	224097	5621	0	0	0	0	168	1601	107545	1139457	52.77	52.70	616	-	552	-	71	-	117	-	1	1	830	0	0	0	1	1 + 2 part	2266	9.388	1.008	0.00	30.63	6.70	1494	104545	606	-	545	-	73	-	120	-
ERR3684777	304	6	0	0	0	0	160556	8342	0	0	0	0	130	1745	85971	1139457	53.91	52.70	621	-	550	-	53	-	90	-	1	1	914	0	0	0	0	3 + 2 part	3822	7.371	1.002	0.00	67.05	4.88	1660	82138	612	-	545	-	56	-	93	-
ERR3684778	200	1	0	0	0	0	97340	1443	0	0	0	0	68	1443	41522	1139457	53.90	52.70	586	-	541	-	30	-	49	-	1	1	583	0	0	0	0	2 + 0 part	1066	3.606	1.008	0.00	24.92	4.98	1132	40131	583	-	537	-	31	-	49	-
ERR3684779	346	7	0	0	0	0	182160	10058	0	0	0	0	145	2855	96220	1139457	53.74	52.70	637	-	547	-	58	-	99	-	0	0	0	1	0	0	0	2 + 2 part	2780	8.329	1.008	0.00	44.24	16.18	2055	92787	625	-	541	-	60	-	102	-
ERR3684780	335	6	0	0	0	0	168074	7773	0	0	0	0	119	2329	78014	1139457	54.44	52.70	625	-	549	-	49	-	82	-	2	1	2329	0	0	0	0	2 + 2 part	2864	6.706	1.007	0.00	57.62	6.70	1047	74678	599	-	539	-	53	-	87	-
ERR3684781	455	14	0	0	0	0	254165	18212	0	0	0	0	231	2037	157282	1139457	52.76	52.70	662	-	575	-	94	-	158	-	0	0	0	0	0	0	0	1 + 2 part	2904	13.781	1.007	0.00	15.00	10.43	1748	153545	653	-	560	-	96	-	161	-
ERR3699556	607	362	25	0	0	0	1073466	912901	169952	0	0	0	541	9424	1045931	1139457	52.66	52.70	2612	2404	1509	1220	127	146	258	309	3	3	4406	2	0	0	2	3 + 12 part	18147	91.943	1.005	0.00	18.28	10.75	9117	1026829	2577	2364	1442	1127	129	148	264	319
ERR3699557	622	364	27	1	0	0	1078131	910087	179065	10981	0	0	568	10981	1056876	1139457	52.75	52.70	2607	2287	1425	1223	126	143	268	315	2	2	5943	0	0	0	2	3 + 13 part	17428	92.872	1.006	0.00	20.42	10.45	10981	1037627	2578	2276	1358	1177	127	144	273	322
ERR3699558	1043	255	1	0	0	0	862704	384099	5846	0	0	0	773	5846	747787	1139457	52.64	52.70	1017	715	728	-	245	475	463	-	1	1	1923	1	0	0	1	9 + 5 part	11567	65.806	1.005	0.00	24.45	10.24	5846	734523	1005	694	711	-	248	482	469	-
ERR3699559	833	371	6	1	0	0	1016047	725215	40291	11105	0	0	699	11105	959685	1139457	52.60	52.70	1738	1406	1026	727	181	239	366	524	1	1	1030	1	0	0	1	2 + 7 part	14301	84.489	1.006	0.00	22.87	10.42	11103	943585	1675	1340	975	678	185	245	377	542
ERR3699560	754	393	13	0	0	0	1046273	815043	78615	0	0	0	656	7112	1005938	1139457	52.70	52.70	1919	1704	1161	892	169	206	337	436	2	2	7523	3	0	0	2	7 + 10 part	16368	88.404	1.006	0.00	20.64	9.86	7112	988055	1870	1676	1104	846	171	209	344	447
ERR3699561	801	398	9	0	0	0	1045455	787768	59776	0	0	0	692	8736	1000111	1139457	52.73	52.70	1748	1573	1072	839	181	223	362	471	2	2	8522	2	0	0	0	5 + 10 part	14992	88.002	1.006	0.00	18.38	11.23	8736	983019	1708	1539	1032	792	184	227	371	484
ERR3699562	758	409	12	0	0	0	1053718	832083	72593	0	0	0	649	8494	1009438	1139457	52.67	52.70	1896	1684	1149	950	169	205	340	433	2	2	6012	2	0	0	2	5 + 8 part	14628	88.895	1.006	0.00	15.77	10.31	8494	992826	1861	1647	1137	912	173	210	348	443
ERR3699563	760	371	13	1	0	0	1049850	799289	89913	11192	0	0	666	11192	1013167	1139457	52.87	52.70	1910	1678	1097	893	158	193	334	430	1	1	11192	4	0	0	1	2 + 13 part	18034	88.956	1.005	0.00	21.42	10.30	8771	993597	1874	1615	1048	833	164	200	347	448
ERR3699564	872	373	4	0	0	0	993376	673663	24770	0	0	0	745	7271	939159	1139457	52.71	52.70	1495	1216	941	645	206	280	405	597	3	3	6535	1	0	0	1	6 + 9 part	15023	82.520	1.006	0.00	22.43	11.54	7271	922355	1434	1194	900	614	210	286	415	615
ERR3699565	920	115	0	0	0	0	628469	154113	0	0	0	0	626	4068	500060	1139457	52.48	52.70	806	-	619	-	223	-	402	-	2	2	2163	0	0	0	1	5 + 8 part	9773	43.803	1.006	0.00	32.62	10.46	4068	488755	782	-	605	-	228	-	411	-
ERR3699566	656	362	29	3	0	0	1067478	878904	208492	39856	0	0	584	14634	1038413	1139457	52.66	52.70	2329	2138	1269	1052	126	149	273	339	2	2	16272	2	0	0	1	3 + 11 part	15646	91.422	1.005	0.00	16.51	10.81	14634	1021543	2289	2097	1213	1018	129	152	280	348
ERR3699567	520	350	43	5	0	0	1096824	992691	312337	66949	0	0	467	16664	1077128	1139457	52.87	52.70	3208	2988	1800	1569	101	111	214	241	2	2	10634	6	0	0	0	2 + 12 part	18149	94.738	1.005	0.00	17.17	11.38	16664	1058065	3086	2878	1732	1502	103	114	220	249
ERR3699568	808	403	5	1	0	0	1049518	790076	39619	10713	0	0	688	10713	1000358	1139457	52.87	52.70	1739	1528	1087	859	182	225	365	473	2	1	9928	0	0	0	3	6 + 10 part	15914	87.883	1.007	0.00	21.88	10.02	10713	982334	1684	1477	1055	832	187	230	375	486
ERR3699569	951	338	3	0	0	0	946069	559245	15654	0	0	0	780	5341	872937	1139457	52.64	52.70	1267	978	825	520	229	349	444	744	3	3	4640	1	0	0	0	6 + 7 part	11372	76.987	1.006	0.00	25.80	9.81	5341	859348	1247	952	804	503	233	355	452	762
ERR3699570	284	223	66	18	5	1	1120609	1085551	683040	348161	170085	53460	258	53460	1111538	1139457	52.71	52.70	6817	6294	3598	3445	44	46	102	108	0	0	0	8	0	0	0	2 + 13 part	19024	97.876	1.003	0.00	8.81	10.38	49654	1091943	6490	6261	3491	3315	45	47	104	111
ERR3699571	913	358	2	0	0	0	992491	641616	10364	0	0	0	771	5226	933539	1139457	52.58	52.70	1437	1161	881	614	211	292	421	629	3	3	3691	0	0	0	2	5 + 10 part	15358	82.028	1.006	0.00	31.66	10.52	5226	916780	1361	1136	857	587	215	299	431	649
ERR3699572	863	396	7	0	0	0	1023740	727977	41423	0	0	0	729	7183	967373	1139457	52.69	52.70	1585	1335	1004	725	201	260	394	543	0	0	0	2	0	0	0	5 + 10 part	14723	85.057	1.007	0.00	24.41	10.99	7183	950340	1550	1312	983	676	205	265	402	557
ERR3699573	897	392	10	0	0	0	1048077	759361	60955	0	0	0	703	7640	983595	1139457	52.54	52.70	1678	1434	1048	781	185	235	371	500	0	0	0	1	0	0	1	16 + 15 part	27379	85.241	1.008	0.00	24.14	11.60	7309	952369	1667	1414	1017	720	188	239	378	514
ERR3699574	928	347	4	0	0	0	973112	608291	27034	0	0	0	766	9679	903173	1139457	52.68	52.70	1333	1075	859	562	212	310	422	675	0	0	0	1	0	0	2	10 + 7 part	16339	79.118	1.007	0.00	20.22	9.43	9679	883710	1317	1044	832	536	214	315	430	695
ERR3699575	1019	241	2	0	0	0	835112	368409	13758	0	0	0	730	8000	710759	1139457	52.66	52.70	1025	681	722	-	229	489	436	-	2	2	3366	0	0	0	1	5 + 3 part	9573	62.463	1.009	0.00	29.49	11.22	8000	697392	1008	659	704	-	233	500	446	-
ERR3699576	591	374	30	2	0	0	1092053	956376	194946	22926	0	0	531	11885	1069240	1139457	52.69	52.70	2721	2587	1567	1374	124	137	253	289	0	0	0	2	0	0	1	5 + 14 part	17878	94.008	1.005	0.00	14.72	10.52	11885	1049476	2700	2550	1524	1290	124	138	256	294
ERR3699577	859	51	0	0	0	0	508642	68004	0	0	0	0	466	2852	341239	1139457	52.03	52.70	709	-	592	-	177	-	309	-	1	1	1063	0	0	0	2	12 + 3 part	11765	29.237	1.013	0.00	46.11	11.68	2852	326154	689	-	572	-	183	-	319	-
ERR3699578	993	257	1	0	0	0	838520	390376	5080	0	0	0	745	5080	732678	1139457	52.29	52.70	1036	708	725	-	234	473	444	-	4	3	8323	1	0	0	0	9 + 8 part	13674	64.293	1.005	0.00	22.23	9.78	5080	717483	1024	694	713	-	239	482	454	-
ERR3699579	1015	184	1	0	0	0	764566	266748	6124	0	0	0	719	6124	636727	1139457	52.49	52.70	900	566	671	-	239	593	444	-	2	1	2253	1	0	0	0	7 + 4 part	10204	55.927	1.007	0.00	29.89	9.16	6124	623808	886	551	658	-	243	605	452	-
ERR3699580	865	73	0	0	0	0	544114	97681	0	0	0	0	523	3132	398836	1139457	53.18	52.70	755	-	604	-	193	-	342	-	2	2	2911	0	0	0	0	4 + 2 part	5429	35.135	1.006	0.00	37.60	10.74	3132	391825	742	-	595	-	197	-	348	-
ERR3699581	888	371	1	0	0	0	1002890	670693	5001	0	0	0	742	5001	939906	1139457	52.67	52.70	1474	1254	928	668	208	281	407	596	1	1	4107	4	0	0	2	8 + 7 part	14620	82.674	1.006	0.00	19.02	9.13	5001	923466	1455	1244	905	630	211	285	414	610
ERR3699582	758	47	0	0	0	0	446835	60288	0	0	0	0	404	2896	296218	1139457	53.75	52.70	723	-	586	-	153	-	267	-	3	3	5767	1	0	0	0	5 + 2 part	5306	25.969	1.007	0.00	38.07	14.88	2214	289461	706	-	579	-	156	-	273	-
ERR3699583	719	36	0	0	0	0	416554	48963	0	0	0	0	376	2639	270467	1139457	53.07	52.70	693	-	583	-	145	-	251	-	0	0	0	0	0	0	0	3 + 5 part	6780	23.448	1.011	0.00	65.92	12.65	2226	261701	688	-	571	-	149	-	258	-
ERR3699584	908	74	1	0	0	0	568809	101072	5489	0	0	0	524	5489	403163	1139457	53.03	52.70	758	-	610	-	191	-	340	-	2	2	3197	1	0	0	0	1 + 5 part	5606	35.497	1.007	0.00	39.75	13.67	5486	395896	740	-	596	-	196	-	348	-
ERR3699585	392	11	0	0	0	0	204895	14048	0	0	0	0	161	2244	108334	1139457	52.91	52.70	636	-	566	-	65	-	111	-	1	1	604	0	0	0	0	3 + 2 part	3005	9.380	1.009	0.00	80.48	7.66	2244	104549	629	-	556	-	66	-	113	-
ERR3699586	451	12	0	0	0	0	240455	15627	0	0	0	0	198	1792	132862	1139457	52.81	52.70	642	-	579	-	81	-	136	-	1	1	1029	1	0	0	0	0 + 2 part	2274	11.709	1.002	0.00	88.26	12.28	1662	130399	629	-	567	-	85	-	140	-
ERR3699587	488	10	0	0	0	0	258940	13762	0	0	0	0	202	1965	137606	1139457	52.85	52.70	655	-	576	-	82	-	138	-	2	2	2891	0	0	0	0	3 + 3 part	5114	11.890	1.001	0.00	68.03	8.31	1577	132372	636	-	556	-	87	-	145	-
ERR3699588	532	13	0	0	0	0	282393	14634	0	0	0	0	232	1491	154169	1139457	52.66	52.70	645	-	560	-	95	-	160	-	2	2	1652	0	0	0	0	1 + 1 part	1566	13.593	1.009	0.00	40.33	9.92	1288	151423	640	-	554	-	97	-	162	-
ERR3699589	422	9	0	0	0	0	221936	11363	0	0	0	0	181	2212	120179	1139457	52.38	52.70	634	-	561	-	74	-	125	-	1	1	630	0	0	0	2	6 + 4 part	6353	10.186	1.004	0.00	70.58	10.59	1449	113472	621	-	550	-	78	-	129	-
ERR3699590	967	98	0	0	0	0	626969	131116	0	0	0	0	601	2667	472433	1139457	52.91	52.70	786	-	618	-	217	-	388	-	3	3	4827	1	0	0	1	3 + 3 part	4698	41.800	1.006	0.00	34.83	11.83	2667	466428	769	-	612	-	221	-	394	-
ERR3699591	830	57	0	0	0	0	513282	75189	0	0	0	0	496	1992	371210	1139457	53.58	52.70	744	-	597	-	188	-	327	-	1	1	1707	0	0	0	0	4 + 4 part	7252	32.511	1.006	0.00	31.51	10.78	1926	362317	734	-	585	-	193	-	335	-
ERR3699592	588	13	0	0	0	0	323242	16737	0	0	0	0	288	1901	195098	1139457	53.84	52.70	646	-	563	-	117	-	197	-	2	2	3775	1	0	0	0	7 + 2 part	5383	16.958	1.005	0.00	43.98	13.78	1556	188936	640	-	559	-	119	-	201	-
ERR3699593	507	14	0	0	0	0	268691	16472	0	0	0	0	226	1751	149460	1139457	53.03	52.70	640	-	561	-	93	-	156	-	0	0	0	0	0	0	0	2 + 1 part	2028	13.179	1.005	0.00	40.23	7.50	1298	146695	633	-	560	-	95	-	158	-
ERR3699594	383	6	0	0	0	0	195902	9064	0	0	0	0	149	2344	96727	1139457	53.08	52.70	614	-	549	-	61	-	103	-	0	0	0	0	0	0	1	4 + 2 part	4082	8.311	1.002	0.00	35.68	9.73	1887	92550	599	-	541	-	64	-	106	-
ERR3699595	787	36	0	0	0	0	457466	44984	0	0	0	0	433	1749	307531	1139457	52.61	52.70	712	-	574	-	168	-	289	-	1	1	1082	1	0	0	0	5 + 2 part	5944	26.768	1.013	0.00	42.30	10.07	1749	298653	699	-	558	-	172	-	296	-
ERR3699596	756	36	0	0	0	0	423172	44795	0	0	0	0	371	2101	264082	1139457	52.48	52.70	694	-	576	-	144	-	249	-	0	0	0	0	0	0	1	7 + 3 part	7914	22.804	1.010	0.00	30.35	7.49	1934	254133	674	-	565	-	148	-	256	-
ERR3699597	394	6	0	0	0	0	199630	7116	0	0	0	0	160	1440	100532	1139457	53.51	52.70	612	-	537	-	68	-	112	-	1	1	502	1	0	0	1	2 + 2 part	2647	8.696	1.012	0.00	46.51	21.70	1300	97075	583	-	531	-	69	-	114	-
ERR3811624	899	365	4	0	0	0	988206	650373	22386	0	0	0	742	6218	919987	1139457	52.75	52.70	1453	1202	918	617	209	292	407	624	4	3	7526	0	0	0	1	7 + 8 part	13569	80.899	1.007	0.00	21.22	9.89	5751	903356	1410	1170	899	577	212	298	416	645
ERR3811625	512	326	44	6	0	0	1098605	982701	327314	73255	0	0	454	14469	1076827	1139457	52.66	52.70	3261	3054	1948	1677	97	107	203	229	1	1	7561	5	0	0	0	4 + 11 part	15728	94.950	1.004	0.00	13.44	11.17	14469	1059875	3234	3027	1908	1642	99	108	206	233
ERR3811626	1005	221	0	0	0	0	783525	314986	0	0	0	0	736	2828	668260	1139457	52.71	52.70	955	595	685	-	241	557	449	-	2	2	2656	1	0	0	2	6 + 7 part	11549	58.735	1.005	0.00	24.79	11.17	2828	654747	925	581	659	-	246	571	460	-
ERR3811627	975	338	2	0	0	0	942752	548373	10404	0	0	0	781	5357	861493	1139457	52.72	52.70	1222	961	817	508	231	360	447	768	2	2	4175	2	0	0	1	8 + 7 part	11395	75.857	1.007	0.00	22.75	10.31	5357	847562	1220	943	804	-	233	363	450	-
ERR3811628	792	384	12	1	0	0	1040985	783194	84778	11566	0	0	675	11566	994553	1139457	52.66	52.70	1730	1523	1071	832	168	213	349	462	1	1	811	2	0	0	2	6 + 12 part	15516	87.397	1.007	0.00	19.54	9.97	10841	976541	1711	1501	1053	793	169	215	354	471
ERR3811629	851	379	8	0	0	0	1016974	715533	44355	0	0	0	720	6651	961676	1139457	52.86	52.70	1595	1351	983	729	193	253	385	543	2	2	1982	0	0	0	1	9 + 10 part	16623	84.523	1.005	0.00	18.82	10.74	6651	943950	1575	1315	934	683	195	257	394	557
