Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90
ERR3684715	1012	45	0	0	0	0	439261	58709	0	0	0	0	285	2823	220512	1139457	53.57	52.78	777	-	538	-	897.0	173.6	104	-	243	-	2	2	3118	1	0	0	0	13 + 1 part	13475	18.149	1.000	0.00	33.86	7.74	2618	206732	724	-	519	-	799.3	154.7	111	-	258	-
ERR3684716	1006	115	0	0	0	0	560264	162062	0	0	0	0	418	3115	371922	1139457	53.06	52.78	939	-	563	-	1068.6	348.8	140	-	349	-	1	1	2670	0	0	0	0	4 + 0 part	3165	32.372	1.000	0.00	22.78	13.56	3115	368746	935	-	560	-	1055.3	344.4	141	-	351	-
ERR3684717	1024	183	1	0	0	0	692104	293926	6375	0	0	0	530	6375	537281	1139457	52.39	52.78	1079	-	590	-	1360.0	641.3	159	-	431	-	1	1	3169	0	0	0	0	11 + 0 part	10821	46.150	1.001	0.00	18.63	10.65	6375	526023	1062	-	564	-	1328.8	626.6	161	-	440	-
ERR3684718	946	329	5	0	0	0	908017	591810	28856	0	0	0	623	6670	800664	1139457	52.40	52.78	1473	1065	684	-	1839.5	1292.5	173	308	486	-	1	1	1773	0	0	0	1	46 + 3 part	55857	65.226	1.001	0.00	20.58	10.89	6228	743581	1398	938	555	-	1732.6	1217.4	177	323	531	-
ERR3684719	1083	132	0	0	0	0	600926	177641	0	0	0	0	461	3742	405606	1139457	53.61	52.78	928	-	560	-	1041.0	370.6	159	-	385	-	1	1	785	0	0	0	0	19 + 2 part	21187	33.735	1.000	0.00	24.72	12.23	3742	384318	882	-	532	-	977.9	348.1	164	-	404	-
ERR3684720	975	172	0	0	0	0	642150	261895	0	0	0	0	508	4414	496900	1139457	52.53	52.78	1033	-	579	-	1267.5	552.7	159	-	417	-	1	1	510	2	0	0	0	0 + 0 part	0	43.570	1.000	0.00	15.91	8.66	4414	496472	1033	-	578	-	1265.8	552.0	159	-	418	-
ERR3684721	982	230	2	0	0	0	756466	385843	14607	0	0	0	548	9157	613185	1139457	53.05	52.78	1217	594	623	-	1609.5	866.2	159	469	440	-	2	2	11123	0	0	0	0	11 + 0 part	10529	52.877	1.000	0.00	19.42	11.12	7369	602492	1189	581	612	-	1545.0	831.4	161	478	448	-
ERR3684722	916	349	4	0	0	0	956399	668190	26670	0	0	0	617	7269	862421	1139457	52.56	52.78	1677	1251	738	-	2027.0	1534.2	164	261	475	-	0	0	0	0	0	0	0	43 + 2 part	40695	72.115	1.000	0.00	14.48	9.49	7269	821646	1677	1213	623	-	1978.0	1497.1	164	263	492	-
ERR3684723	504	303	40	1	0	0	1003328	892487	281216	10016	0	0	415	10016	974200	1139457	52.64	52.78	3434	2808	1143	-	3937.7	3366.6	90	117	289	-	1	1	8929	0	0	0	0	0 + 0 part	0	85.488	1.000	0.00	16.12	11.09	10016	974074	3420	2788	1143	-	3914.0	3346.3	91	118	290	-
ERR3684724	464	308	47	4	0	0	1022139	940773	325378	45606	0	0	383	12339	996006	1139457	52.60	52.78	3581	3085	1255	-	4189.1	3661.7	90	111	269	-	1	1	9105	0	0	0	0	5 + 0 part	5777	86.843	1.000	0.00	14.96	11.72	12339	989594	3581	3085	1235	-	4159.8	3636.1	90	111	271	-
ERR3684725	53	15	10	9	8	6	1146011	1130657	1124726	1119381	1102825	1021686	25	222322	1137491	1139457	52.71	52.78	173079	173079	45369	45369	163740.9	163458.4	3	3	7	7	0	0	0	0	0	0	0	8 + 0 part	7739	99.070	1.000	0.00	16.39	12.67	222238	1128843	173013	173013	45369	45369	163671.1	163388.7	3	3	7	7
ERR3684726	1068	208	0	0	0	0	733794	325693	0	0	0	0	564	4997	578653	1139457	53.42	52.78	1100	516	596	-	1336.8	678.9	174	547	459	-	0	0	0	1	0	0	0	16 + 0 part	16308	49.318	1.000	0.00	21.18	9.26	4997	561777	1068	-	569	-	1295.7	658.0	177	-	472	-
ERR3684727	624	308	29	4	0	0	1005332	847410	224643	44938	0	0	446	11993	948714	1139457	52.51	52.78	2738	2366	968	-	3783.7	3150.3	99	136	315	-	1	1	2546	0	0	0	0	18 + 0 part	17042	81.696	1.000	0.00	12.25	9.35	11993	930636	2738	2356	906	-	3760.1	3130.7	99	137	319	-
ERR3684728	930	325	17	0	0	0	976435	684251	111127	0	0	0	578	8252	868539	1139457	52.53	52.78	1794	1345	756	-	2481.0	1891.1	140	227	438	-	1	1	7617	0	0	0	0	47 + 5 part	56572	71.183	1.000	0.00	11.10	9.12	8252	811124	1764	1252	591	-	2384.3	1817.4	142	232	473	-
ERR3684729	876	47	0	0	0	0	370879	66959	0	0	0	0	207	2955	173012	1139457	51.76	52.78	823	-	553	-	1010.6	153.4	69	-	174	-	1	1	2955	0	0	0	0	38 + 1 part	42366	11.406	1.001	0.00	19.23	10.77	2372	130000	643	-	-	-	671.2	101.9	92	-	-	-
ERR3684730	785	35	0	0	0	0	319768	47737	0	0	0	0	160	2675	130856	1139457	53.00	52.78	797	-	557	-	974.8	111.9	56	-	136	-	1	1	2675	0	0	0	0	11 + 1 part	13191	10.284	1.000	0.00	46.10	16.22	2070	117136	739	-	-	-	809.2	92.9	63	-	-	-
ERR3684731	689	9	0	0	0	0	233809	11678	0	0	0	0	85	1949	61548	1139457	52.71	52.78	695	-	530	-	811.4	43.8	33	-	74	-	1	1	1949	0	0	0	0	5 + 0 part	4363	4.991	1.004	0.00	63.09	5.26	1694	57060	654	-	502	-	724.4	39.1	35	-	78	-
ERR3684732	761	12	0	0	0	0	271732	16104	0	0	0	0	132	2087	93405	1139457	53.20	52.78	676	-	526	-	797.6	65.4	51	-	114	-	0	0	0	0	0	0	0	1 + 0 part	511	8.138	1.000	0.00	233.03	6.47	2082	92693	676	-	526	-	787.2	64.5	51	-	115	-
ERR3684733	943	61	0	0	0	0	427166	77975	0	0	0	0	283	2228	227098	1139457	52.49	52.78	824	-	548	-	920.7	183.5	101	-	240	-	1	1	615	0	0	0	0	19 + 0 part	19369	18.218	1.000	0.00	26.50	9.64	2227	207522	745	-	504	-	819.1	163.2	108	-	258	-
ERR3684734	874	24	0	0	0	0	338122	34158	0	0	0	0	187	3521	142106	1139457	53.52	52.78	712	-	545	-	923.0	115.1	69	-	160	-	1	1	1393	0	0	0	0	24 + 1 part	23108	10.394	1.002	0.00	37.95	22.77	3521	118580	667	-	-	-	712.8	88.9	80	-	-	-
ERR3684735	908	49	0	0	0	0	397480	73913	0	0	0	0	237	4221	200716	1139457	51.55	52.78	856	-	542	-	1079.9	190.2	78	-	199	-	1	1	2471	0	0	0	0	43 + 3 part	55542	12.731	1.001	0.00	53.73	15.84	4221	145174	622	-	-	-	664.7	117.1	112	-	-	-
ERR3684736	479	17	0	0	0	0	177688	26222	0	0	0	0	68	3116	59726	1139457	51.07	52.78	946	-	537	-	1137.2	59.6	21	-	57	-	0	0	0	0	0	0	0	30 + 0 part	33711	2.283	1.000	0.00	38.45	15.38	1836	26008	-	-	-	-	338.3	17.7	-	-	-	-
ERR3684737	853	18	0	0	0	0	311676	27736	0	0	0	0	139	3380	107809	1139457	53.22	52.78	728	-	546	-	963.8	91.2	50	-	119	-	2	2	3915	0	0	0	0	13 + 0 part	10156	8.540	1.001	0.00	50.34	13.36	3380	97329	690	-	480	-	850.0	80.4	54	-	127	-
ERR3684738	624	8	0	0	0	0	203550	9473	0	0	0	0	84	1366	56194	1139457	54.42	52.78	642	-	519	-	728.2	35.9	34	-	73	-	2	2	2321	0	0	0	0	2 + 0 part	1298	4.817	1.000	0.00	80.19	38.27	1366	54871	619	-	512	-	699.4	34.5	34	-	75	-
ERR3684739	537	316	40	3	0	0	998235	873971	279035	41593	0	0	435	14456	965215	1139457	52.70	52.78	3010	2452	1032	-	3930.4	3329.4	93	126	311	-	2	2	16766	0	0	0	0	3 + 0 part	4006	84.282	1.001	0.00	16.03	12.38	13597	960842	2987	2452	1013	-	3828.8	3243.3	95	127	314	-
ERR3684740	1066	162	0	0	0	0	636172	237355	0	0	0	0	477	3996	455385	1139457	52.65	52.78	1026	-	578	-	1184.7	473.5	153	-	392	-	2	2	2729	0	0	0	0	16 + 2 part	22099	37.986	1.001	0.00	15.93	10.39	3996	433128	972	-	536	-	1107.8	442.7	160	-	415	-
ERR3684741	296	184	77	30	1	0	1100886	1045504	778231	447384	32997	0	230	32997	1080752	1139457	52.63	52.78	8498	8069	2135	1232	9803.4	9298.3	41	44	134	167	2	2	20741	1	0	0	0	19 + 0 part	15764	93.448	1.000	0.00	8.64	10.05	32997	1064566	8498	7629	2120	1178	9691.2	9191.9	41	45	135	169
ERR3684742	900	299	3	0	0	0	841565	542160	19902	0	0	0	560	7056	730596	1139457	53.10	52.78	1506	925	691	-	1858.8	1191.9	154	328	437	-	0	0	0	0	0	0	0	10 + 0 part	10647	63.159	1.000	0.00	21.27	13.62	7056	719449	1495	899	664	-	1833.2	1175.4	155	332	444	-
ERR3684743	839	350	10	0	0	0	961257	721525	61315	0	0	0	551	8377	868944	1139457	52.50	52.78	1922	1436	803	-	2345.7	1788.8	143	224	417	-	1	1	2194	2	0	0	1	35 + 2 part	43926	72.386	1.000	0.00	13.70	10.55	8377	824738	1892	1355	669	-	2262.8	1725.6	145	229	443	-
ERR3684744	778	341	10	0	0	0	946979	727216	61786	0	0	0	543	7373	874310	1139457	53.00	52.78	2069	1571	815	-	2383.5	1828.9	140	215	407	-	1	1	5713	1	0	0	0	26 + 1 part	27688	74.195	1.000	0.00	41.28	14.67	7373	845454	2036	1538	738	-	2325.0	1784.0	141	217	420	-
ERR3684745	737	342	27	4	0	0	1044519	860770	196860	54679	0	0	487	15811	966084	1139457	52.85	52.78	2617	2247	951	-	3541.9	3003.0	112	148	351	-	2	2	7826	0	0	0	0	43 + 3 part	48310	80.491	1.001	0.00	13.52	11.99	15811	917310	2583	2206	786	-	3461.0	2934.4	113	149	369	-
ERR3684746	403	274	60	8	0	0	1029521	957300	464201	109227	0	0	349	17913	1012607	1139457	52.59	52.78	4440	3714	1322	-	5369.7	4771.9	69	85	235	-	1	1	2137	1	0	0	0	0 + 0 part	0	88.792	1.001	0.00	15.21	11.95	17913	1012209	4440	3714	1308	-	5363.6	4766.5	69	85	236	-
ERR3684747	785	323	9	0	0	0	909952	667178	57159	0	0	0	553	8446	834296	1139457	52.61	52.78	1847	1299	756	-	2285.0	1673.1	141	239	420	-	1	1	2143	0	0	0	0	9 + 0 part	8622	72.446	1.000	0.00	15.51	10.30	8446	825484	1840	1294	741	-	2271.6	1663.2	141	240	424	-
ERR3684748	396	267	60	9	0	0	1036518	965661	467161	126140	0	0	336	17210	1015573	1139457	52.80	52.78	4468	3949	1324	-	5590.7	4982.9	69	84	222	-	0	0	0	0	0	0	0	0 + 1 part	501	89.076	1.000	0.00	11.33	11.62	17210	1015062	4468	3905	1307	-	5586.7	4979.3	69	84	223	-
ERR3684749	549	298	37	9	0	0	1058457	933096	315001	133218	0	0	408	22798	1014452	1139457	52.63	52.78	3507	3151	1102	-	5139.7	4575.8	84	103	279	-	0	0	0	0	0	0	0	27 + 0 part	27075	86.671	1.000	0.00	13.98	10.23	22798	987318	3507	3151	1020	-	5104.2	4544.3	84	103	284	-
ERR3684750	448	290	59	6	0	0	1046717	967182	421938	78518	0	0	359	17101	1019506	1139457	52.56	52.78	4237	3838	1347	-	4866.8	4354.4	78	93	249	-	1	1	4440	0	0	0	0	9 + 0 part	9671	88.568	1.001	0.00	35.96	14.46	17101	1009443	4168	3740	1319	-	4850.0	4339.5	78	94	250	-
ERR3684751	1050	181	0	0	0	0	691890	289362	0	0	0	0	511	4059	524020	1139457	52.44	52.78	1082	-	605	-	1314.9	604.7	155	-	415	-	1	1	1160	0	0	0	0	15 + 0 part	16490	44.537	1.000	0.00	19.90	11.04	4059	507447	1034	-	565	-	1275.6	586.6	158	-	429	-
ERR3684752	840	298	3	0	0	0	830301	558377	16818	0	0	0	538	6184	730376	1139457	53.23	52.78	1631	962	702	-	1909.2	1223.7	147	310	416	-	1	1	3956	0	0	0	0	1 + 0 part	508	64.048	1.000	0.00	29.73	13.02	6184	729788	1630	959	701	-	1902.8	1219.7	148	311	417	-
ERR3684753	797	329	8	0	0	0	892141	649563	49386	0	0	0	547	7554	810720	1139457	52.92	52.78	1799	1179	782	-	2206.2	1569.7	142	256	420	-	1	1	2686	1	0	0	0	3 + 2 part	4992	70.643	1.001	0.00	14.78	10.80	7554	805377	1778	1172	758	-	2193.8	1560.9	143	258	423	-
ERR3684754	1026	54	0	0	0	0	472223	74588	0	0	0	0	339	3677	266825	1139457	53.60	52.78	774	-	544	-	928.2	217.3	122	-	288	-	3	3	3285	0	0	0	0	2 + 0 part	1419	23.283	1.000	0.00	20.73	8.67	3677	265296	774	-	540	-	918.8	215.2	123	-	290	-
ERR3684755	652	26	0	0	0	0	244549	38183	0	0	0	0	103	2454	90790	1139457	51.48	52.78	913	-	559	-	1068.9	85.2	34	-	86	-	0	0	0	0	0	0	1	61 + 1 part	61056	2.609	1.000	0.00	43.75	3.37	2054	29713	-	-	-	-	270.3	21.5	-	-	-	-
ERR3684756	930	35	0	0	0	0	372853	44350	0	0	0	0	208	2445	159505	1139457	54.31	52.78	731	-	536	-	873.2	122.2	77	-	178	-	1	1	2058	0	0	0	0	7 + 0 part	7463	13.336	1.000	0.00	42.79	11.85	2445	151904	705	-	515	-	809.5	113.3	81	-	186	-
ERR3684757	611	6	0	0	0	0	209624	8251	0	0	0	0	89	1590	63406	1139457	52.86	52.78	717	-	536	-	779.0	43.3	36	-	77	-	1	1	639	0	0	0	0	17 + 0 part	15402	4.214	1.000	0.00	27.09	2.08	1213	47994	598	-	-	-	523.3	29.1	43	-	-	-
ERR3684758	1192	256	3	0	0	0	851658	424882	18670	0	0	0	603	7273	671138	1139457	52.38	52.78	1252	709	620	-	1569.4	924.4	176	431	483	-	2	2	11213	0	0	0	1	74 + 2 part	82147	51.631	1.000	0.00	19.04	11.22	6617	588307	1095	537	-	-	1387.7	817.4	188	493	-	-
ERR3684759	1074	89	1	0	0	0	542310	131728	5662	0	0	0	373	5662	328974	1139457	52.76	52.78	886	-	566	-	1137.2	328.3	124	-	312	-	0	0	0	0	0	0	0	2 + 0 part	2066	28.642	1.000	0.00	85.21	13.18	5627	326257	882	-	563	-	1122.1	324.0	125	-	315	-
ERR3684760	869	30	0	0	0	0	358227	40488	0	0	0	0	205	2429	156664	1139457	53.44	52.78	749	-	529	-	881.1	121.1	75	-	175	-	2	2	3089	0	0	0	0	26 + 0 part	28869	11.178	1.000	0.00	49.48	7.85	2120	127329	647	-	-	-	635.9	87.4	92	-	-	-
ERR3684761	1032	121	0	0	0	0	575886	175705	0	0	0	0	433	3366	390297	1139457	53.42	52.78	934	-	568	-	1110.0	380.2	142	-	361	-	0	0	0	1	0	0	0	12 + 0 part	13316	33.087	1.000	0.00	20.16	11.94	3366	376920	913	-	546	-	1068.0	365.8	145	-	373	-
ERR3684762	942	47	0	0	0	0	420977	64061	0	0	0	0	276	2441	220125	1139457	53.57	52.78	789	-	552	-	920.9	177.9	99	-	235	-	2	2	1475	0	0	0	0	1 + 0 part	917	19.235	1.000	0.00	26.93	11.87	2441	219107	783	-	551	-	914.9	176.7	100	-	236	-
ERR3684763	1034	133	0	0	0	0	606050	202256	0	0	0	0	455	4013	428119	1139457	52.44	52.78	974	-	572	-	1208.0	453.9	145	-	376	-	2	2	3202	0	0	0	0	15 + 0 part	13624	36.369	1.000	0.00	52.14	13.28	4013	414305	950	-	554	-	1172.4	440.5	147	-	386	-
ERR3684764	898	257	2	0	0	0	772474	450319	14522	0	0	0	538	7639	653731	1139457	52.38	52.78	1377	707	664	-	1731.9	993.6	151	399	426	-	2	2	6134	0	0	0	0	1 + 0 part	620	57.280	1.000	0.00	13.95	9.50	7639	652518	1361	701	663	-	1718.6	986.0	153	402	429	-
ERR3684765	247	18	0	0	0	0	100943	29650	0	0	0	0	44	2956	47126	1139457	46.11	52.78	1191	-	574	-	1421.9	58.8	13	-	36	-	0	0	0	0	0	0	0	40 + 2 part	45031	0.184	1.002	0.00	429.59	47.73	1331	2095	-	-	-	-	45.2	1.9	-	-	-	-
ERR3684766	712	13	0	0	0	0	241994	16727	0	0	0	0	93	1636	69969	1139457	53.32	52.78	753	-	533	-	841.3	51.7	35	-	80	-	0	0	0	0	0	0	0	20 + 0 part	18660	4.504	1.000	0.00	62.37	33.13	1348	51308	622	-	-	-	551.4	33.9	44	-	-	-
ERR3684767	677	13	0	0	0	0	237819	17347	0	0	0	0	107	2411	78723	1139457	52.98	52.78	722	-	541	-	842.6	58.2	41	-	92	-	0	0	0	0	0	0	0	3 + 1 part	4945	6.463	1.001	0.00	37.98	13.56	2411	73720	666	-	512	-	754.5	52.1	44	-	98	-
ERR3684768	914	19	0	0	0	0	380127	27003	0	0	0	0	226	2765	167725	1139457	53.71	52.78	738	-	538	-	848.6	124.9	87	-	194	-	1	1	1456	0	0	0	0	16 + 0 part	13427	13.545	1.000	0.00	36.30	14.26	2765	154291	704	-	505	-	768.2	113.1	91	-	204	-
ERR3684769	694	37	0	0	0	0	279210	51326	0	0	0	0	149	2755	124614	1139457	51.58	52.78	890	-	541	-	1021.0	111.7	49	-	125	-	3	3	5091	1	0	0	0	33 + 1 part	35088	7.852	1.000	0.00	49.18	17.88	2755	89465	603	-	-	-	657.5	71.9	68	-	-	-
ERR3684770	822	23	0	0	0	0	325486	32401	0	0	0	0	187	2452	141707	1139457	53.54	52.78	730	-	530	-	880.4	109.5	69	-	160	-	1	1	578	0	0	0	0	4 + 0 part	3614	12.098	1.001	0.00	48.60	16.68	2452	137870	722	-	519	-	850.2	105.7	71	-	163	-
ERR3684771	759	23	0	0	0	0	273059	29994	0	0	0	0	126	2942	97131	1139457	52.73	52.78	764	-	528	-	909.3	77.5	45	-	108	-	0	0	0	0	0	0	0	16 + 0 part	18691	6.869	1.000	0.00	23.00	10.22	1600	78246	633	-	-	-	623.8	53.2	57	-	-	-
ERR3684772	604	16	0	0	0	0	207350	20939	0	0	0	0	82	2656	64162	1139457	53.87	52.78	761	-	552	-	928.0	52.3	29	-	70	-	0	0	0	0	0	0	0	9 + 1 part	13963	4.395	1.000	0.00	57.93	17.98	1359	50064	612	-	-	-	577.0	32.5	40	-	-	-
ERR3684773	591	15	0	0	0	0	204203	19605	0	0	0	0	89	2384	66339	1139457	52.13	52.78	734	-	520	-	872.0	50.8	32	-	76	-	0	0	0	0	0	0	0	16 + 1 part	18500	4.200	1.000	0.00	29.26	14.63	1216	47839	570	-	-	-	515.3	30.0	45	-	-	-
ERR3684774	273	7	0	0	0	0	82703	9513	0	0	0	0	24	1789	21322	1139457	51.83	52.78	900	-	573	-	1019.1	19.1	9	-	21	-	0	0	0	0	0	0	0	18 + 0 part	17803	0.309	1.000	0.00	28.42	0.00	732	3519	-	-	-	-	98.4	1.8	-	-	-	-
ERR3684775	348	16	0	0	0	0	131527	23175	0	0	0	0	52	2341	48241	1139457	51.14	52.78	989	-	581	-	1113.7	47.1	17	-	43	-	0	0	0	0	0	0	0	33 + 0 part	35676	1.095	1.001	0.00	200.35	72.13	1814	12478	-	-	-	-	202.0	8.6	-	-	-	-
ERR3684776	498	30	0	0	0	0	196217	45291	0	0	0	0	84	2574	80785	1139457	51.50	52.78	1182	-	546	-	1198.6	85.0	26	-	69	-	0	0	0	0	0	0	0	49 + 1 part	57867	2.003	1.000	0.00	43.85	8.77	1401	22807	-	-	-	-	209.0	14.8	-	-	-	-
ERR3684777	539	18	0	0	0	0	197276	23143	0	0	0	0	86	1730	69144	1139457	54.68	52.78	876	-	534	-	913.5	55.4	31	-	73	-	1	1	714	0	0	0	0	51 + 6 part	47952	1.835	1.014	0.00	127.44	18.88	1359	21187	-	-	-	-	228.7	13.9	-	-	-	-
ERR3684778	415	46	0	0	0	0	192911	68985	0	0	0	0	103	2555	110484	1139457	51.39	52.78	1267	-	624	-	1263.0	122.5	34	-	84	-	0	0	0	0	0	0	1	93 + 4 part	106049	0.374	1.040	0.00	451.37	22.57	924	4431	-	-	-	-	24.8	2.4	-	-	-	-
ERR3684779	515	12	0	0	0	0	169048	15940	0	0	0	0	52	2710	42634	1139457	52.63	52.78	905	-	532	-	998.2	37.3	18	-	44	-	1	1	816	0	0	0	0	36 + 0 part	32231	0.913	1.000	0.00	57.69	9.61	1105	10401	-	-	-	-	164.9	6.2	-	-	-	-
ERR3684780	391	2	0	0	0	0	118842	4461	0	0	0	0	36	2925	25816	1139457	54.82	52.78	663	-	527	-	957.1	21.7	14	-	31	-	1	1	2925	0	0	0	0	3 + 0 part	2810	2.020	1.000	0.00	60.85	8.69	2441	23006	592	-	-	-	741.8	16.8	16	-	-	-
ERR3684781	587	28	0	0	0	0	238542	38990	0	0	0	0	121	1833	100458	1139457	52.55	52.78	851	-	551	-	974.8	85.9	41	-	102	-	0	0	0	0	0	0	1	55 + 3 part	57840	3.666	1.007	0.00	45.18	4.76	1548	42054	-	-	-	-	305.8	27.0	-	-	-	-
ERR3699556	598	309	25	1	0	0	983048	838607	175972	10833	0	0	443	10833	935444	1139457	52.56	52.78	2891	2394	989	-	3408.7	2798.4	105	143	313	-	1	1	2707	2	0	0	0	4 + 0 part	3289	81.791	1.000	0.00	12.88	10.73	10833	931675	2891	2380	955	-	3400.6	2791.8	105	143	315	-
ERR3699557	557	316	30	3	0	0	976766	849677	207970	34039	0	0	433	11421	934933	1139457	52.70	52.78	3011	2501	1025	-	3591.4	2946.8	99	136	308	-	1	1	1621	1	0	0	1	1 + 1 part	1121	81.939	1.000	0.00	13.61	10.29	11421	933359	3011	2501	1023	-	3585.7	2942.1	99	136	309	-
ERR3699558	1414	55	0	0	0	0	576899	84848	0	0	0	0	301	3873	252809	1139457	52.69	52.78	841	-	547	-	1092.1	242.3	101	-	253	-	3	3	7948	1	0	0	0	70 + 0 part	57467	17.120	1.000	0.00	34.36	17.43	3518	195016	735	-	-	-	788.5	174.9	119	-	-	-
ERR3699559	858	313	8	2	0	0	893255	629530	63338	26905	0	0	541	16669	792264	1139457	52.64	52.78	1826	1152	745	-	2469.8	1717.3	139	258	411	-	2	1	2479	0	0	0	0	14 + 1 part	13648	68.346	1.000	0.00	14.77	10.40	16669	778571	1819	1139	696	-	2447.5	1701.7	139	260	417	-
ERR3699560	786	340	9	0	0	0	940498	717696	52232	0	0	0	543	6725	864262	1139457	52.61	52.78	2027	1509	796	-	2330.0	1767.3	140	219	408	-	0	0	0	0	0	0	0	14 + 1 part	13307	74.666	1.000	0.00	9.76	9.52	6725	850602	2024	1508	753	-	2312.7	1754.2	141	219	412	-
ERR3699561	789	322	10	0	0	0	918235	663956	64325	0	0	0	558	8781	839468	1139457	52.73	52.78	1796	1369	781	-	2272.6	1674.3	146	242	426	-	1	1	3745	0	0	0	0	10 + 0 part	10954	72.627	1.000	0.00	14.98	11.60	8781	827603	1794	1354	749	-	2243.8	1653.1	147	244	432	-
ERR3699562	994	350	10	0	0	0	993423	689537	58010	0	0	0	615	7170	881261	1139457	52.55	52.78	1711	1329	742	-	2109.8	1631.7	162	247	470	-	2	2	5536	0	0	0	1	67 + 4 part	77210	70.573	1.000	0.00	14.55	10.32	7170	804044	1661	1224	519	-	1981.5	1532.5	165	255	526	-
ERR3699563	711	312	16	0	0	0	918855	705940	102369	0	0	0	513	7793	853395	1139457	52.93	52.78	2121	1496	798	-	2658.0	1990.7	122	202	382	-	1	1	4430	1	0	0	0	1 + 0 part	632	74.774	1.001	0.00	17.25	13.26	7793	852268	2121	1496	795	-	2644.7	1980.8	122	203	384	-
ERR3699564	881	304	1	0	0	0	858310	562686	5234	0	0	0	571	5234	757794	1139457	52.61	52.78	1578	988	693	-	1853.9	1232.9	159	312	446	-	1	1	2023	0	0	0	0	8 + 0 part	8883	65.661	1.000	0.00	14.70	10.56	5234	748154	1574	961	681	-	1836.6	1221.4	159	314	452	-
ERR3699565	1013	83	0	0	0	0	493978	108894	0	0	0	0	343	2404	284812	1139457	52.23	52.78	866	-	549	-	961.8	240.4	120	-	289	-	1	1	868	0	0	0	1	29 + 1 part	29796	22.323	1.001	0.00	24.74	10.21	2404	254605	767	-	-	-	839.8	209.9	130	-	-	-
ERR3699566	1138	347	16	3	0	0	1118565	758868	119281	38279	0	0	636	15348	973355	1139457	52.37	52.78	1841	1562	762	-	2765.3	2362.2	146	196	480	-	0	0	0	0	0	0	1	122 + 3 part	131618	73.867	1.000	0.00	14.38	10.81	15348	841688	1760	1425	-	-	2570.4	2195.7	150	203	-	-
ERR3699567	610	340	30	3	0	0	1056243	921961	218787	40347	0	0	453	16464	1007310	1139457	52.85	52.78	2883	2553	1084	-	3781.0	3342.5	103	127	326	-	1	1	2288	0	0	0	0	33 + 1 part	38868	84.988	1.000	0.00	13.12	12.19	16464	968337	2864	2542	941	-	3721.1	3289.6	104	128	335	-
ERR3699568	832	332	8	1	0	0	930632	673550	53913	10513	0	0	566	10513	844951	1139457	52.88	52.78	1778	1277	773	-	2312.9	1715.1	143	240	431	-	2	2	11104	0	0	0	0	17 + 0 part	14104	72.912	1.000	0.00	14.08	10.47	10513	830804	1778	1268	735	-	2250.5	1668.8	144	242	437	-
ERR3699569	938	262	1	0	0	0	781568	445690	6098	0	0	0	561	6098	657682	1139457	52.51	52.78	1327	684	642	-	1614.7	932.0	163	412	446	-	2	2	4664	1	0	0	0	1 + 0 part	1526	57.580	1.000	0.00	23.18	11.28	6098	655812	1323	682	639	-	1604.1	925.8	164	415	449	-
ERR3699570	451	255	61	21	3	1	1160123	1075946	614099	342149	106994	53260	323	53260	1124661	1139457	52.45	52.78	5776	5721	1502	1403	9551.0	9427.0	52	53	204	213	1	1	12151	0	0	0	1	56 + 5 part	77095	91.860	1.001	0.00	12.51	12.03	53260	1047225	5721	5632	1031	843	9380.7	9258.9	53	54	216	230
ERR3699571	869	295	0	0	0	0	834387	537639	0	0	0	0	565	4938	732231	1139457	52.47	52.78	1511	928	682	-	1776.8	1141.8	158	329	442	-	2	2	5885	0	0	0	0	1 + 0 part	883	64.176	1.000	0.00	12.99	9.30	4938	731293	1511	922	680	-	1766.1	1134.9	158	330	444	-
ERR3699572	813	331	6	0	0	0	881234	631281	35201	0	0	0	551	6173	794908	1139457	52.63	52.78	1629	1180	769	-	2054.3	1433.1	152	274	427	-	0	0	0	0	0	0	0	2 + 0 part	1377	69.651	1.000	0.00	14.49	11.22	6173	793440	1629	1180	764	-	2052.8	1432.1	152	274	427	-
ERR3699573	1219	316	3	0	0	0	961114	559667	17761	0	0	0	634	6818	787419	1139457	52.29	52.78	1445	978	665	-	1746.0	1206.6	178	327	499	-	1	1	2251	0	0	0	0	82 + 1 part	78053	61.997	1.001	0.00	19.81	13.44	6818	706612	1344	863	-	-	1623.8	1122.1	183	345	-	-
