Assembly Accession	Assembly BioSample Attribute Name	Assembly BioSample Attribute Value
GCA_029280625.1	geo_loc_name	Sri Lanka
GCA_029280625.1	host	Homo sapiens
GCA_029280625.1	host_disease	syphilis
GCA_029280625.1	isolation_source	swab
GCA_029280625.1	lat_lon	missing
GCA_029280645.1	strain	GSPLK028ZG
GCA_029280645.1	collected_by	NA
GCA_029280645.1	collection_date	2022
GCA_029280645.1	geo_loc_name	Sri Lanka
GCA_029280645.1	host	Homo sapiens
GCA_029280645.1	host_disease	syphilis
GCA_029280645.1	isolation_source	swab
GCA_029280645.1	lat_lon	missing
GCA_029280665.1	strain	GSPLK0263G
GCA_029280665.1	collected_by	NA
GCA_029280665.1	collection_date	2022
GCA_029280665.1	geo_loc_name	Sri Lanka
GCA_029280665.1	host	Homo sapiens
GCA_029280665.1	host_disease	syphilis
GCA_029280665.1	isolation_source	swab
GCA_029280665.1	lat_lon	missing
GCA_029280685.1	strain	GSPLK0247G
GCA_029280685.1	collected_by	NA
GCA_029280685.1	collection_date	2022
GCA_029280685.1	geo_loc_name	Sri Lanka
GCA_029280685.1	host	Homo sapiens
GCA_029280685.1	host_disease	syphilis
GCA_029280685.1	isolation_source	swab
GCA_029280685.1	lat_lon	missing
GCA_029280705.1	strain	GSPLK019HO
GCA_029280705.1	collected_by	NA
GCA_029280705.1	collection_date	2022
GCA_029280705.1	geo_loc_name	Sri Lanka
GCA_029280705.1	host	Homo sapiens
GCA_029280705.1	host_disease	syphilis
GCA_029280705.1	isolation_source	swab
GCA_029280705.1	lat_lon	missing
GCA_029280725.1	strain	GSPLK018LO
GCA_029280725.1	collected_by	NA
GCA_029280725.1	collection_date	2022
GCA_029280725.1	geo_loc_name	Sri Lanka
GCA_029280725.1	host	Homo sapiens
GCA_029280725.1	host_disease	syphilis
GCA_029280725.1	isolation_source	swab
GCA_029280725.1	lat_lon	missing
GCA_029280905.1	strain	GSPLK0159G
GCA_029280905.1	collected_by	NA
GCA_029280905.1	collection_date	2022
GCA_029280905.1	geo_loc_name	Sri Lanka
GCA_029280905.1	host	Homo sapiens
GCA_029280905.1	host_disease	syphilis
GCA_029280905.1	isolation_source	swab
GCA_029280905.1	lat_lon	missing
GCA_029281045.1	strain	GSPLK014BS
GCA_029281045.1	collected_by	NA
GCA_029281045.1	collection_date	2022
GCA_029281045.1	geo_loc_name	Sri Lanka
GCA_029281045.1	host	Homo sapiens
GCA_029281045.1	host_disease	syphilis
GCA_029281045.1	isolation_source	swab
GCA_029281045.1	lat_lon	missing
GCA_029281205.1	strain	GSPLK0111G
GCA_029281205.1	collected_by	NA
GCA_029281205.1	collection_date	2022
GCA_029281205.1	geo_loc_name	Sri Lanka
GCA_029281205.1	host	Homo sapiens
GCA_029281205.1	host_disease	syphilis
GCA_029281205.1	isolation_source	swab
GCA_029281205.1	lat_lon	missing
GCA_029281265.1	strain	GSPLK009NG
GCA_029281265.1	collected_by	NA
GCA_029281265.1	collection_date	2022
GCA_029281265.1	geo_loc_name	Sri Lanka
GCA_029281265.1	host	Homo sapiens
GCA_029281265.1	host_disease	syphilis
GCA_029281265.1	isolation_source	swab
GCA_029281265.1	lat_lon	missing
GCA_029281285.1	strain	GSPLK008RG
GCA_029281285.1	collected_by	NA
GCA_029281285.1	collection_date	2022
GCA_029281285.1	geo_loc_name	Sri Lanka
GCA_029281285.1	host	Homo sapiens
GCA_029281285.1	host_disease	syphilis
GCA_029281285.1	isolation_source	swab
GCA_029281285.1	lat_lon	missing
GCA_029281325.1	strain	GSPLK0079G
GCA_029281325.1	collected_by	NA
GCA_029281325.1	collection_date	2022
GCA_029281325.1	geo_loc_name	Sri Lanka
GCA_029281325.1	host	Homo sapiens
GCA_029281325.1	host_disease	syphilis
GCA_029281325.1	isolation_source	swab
GCA_029281325.1	lat_lon	missing
GCA_029281345.1	strain	GSPLK004FG
GCA_029281345.1	collected_by	NA
GCA_029281345.1	collection_date	2022
GCA_029281345.1	geo_loc_name	Sri Lanka
GCA_029281345.1	host	Homo sapiens
GCA_029281345.1	host_disease	syphilis
GCA_029281345.1	isolation_source	swab
GCA_029281345.1	lat_lon	missing
GCA_029281365.1	strain	GSPLK0023S
GCA_029281365.1	collected_by	NA
GCA_029281365.1	collection_date	2022
GCA_029281365.1	geo_loc_name	Sri Lanka
GCA_029281365.1	host	Homo sapiens
GCA_029281365.1	host_disease	syphilis
GCA_029281365.1	isolation_source	swab
GCA_029281365.1	lat_lon	missing
GCA_029281385.1	strain	GSPLK0015S
GCA_029281385.1	collected_by	NA
GCA_029281385.1	collection_date	2022
GCA_029281385.1	geo_loc_name	Sri Lanka
GCA_029281385.1	host	Homo sapiens
GCA_029281385.1	host_disease	syphilis
GCA_029281385.1	isolation_source	swab
GCA_029281385.1	lat_lon	missing
GCA_029866565.1	strain	19LMF8280815
GCA_029866565.1	collected_by	DPZ Goettingen
GCA_029866565.1	collection_date	2015-08-28
GCA_029866565.1	geo_loc_name	Tanzania: Lake Manyara National Park
GCA_029866565.1	host	Papio anubis
GCA_029866565.1	host_disease	anogenital lesion
GCA_029866565.1	isolation_source	skin
GCA_029866565.1	lat_lon	missing
GCA_029866565.1	host_sex	female
GCA_029866565.1	sub_species	pertenue
GCA_029866585.1	strain	6RUM2090716
GCA_029866585.1	collected_by	DPZ Goettingen
GCA_029866585.1	collection_date	2016-07-09
GCA_029866585.1	geo_loc_name	Tanzania: Ruaha National Park
GCA_029866585.1	host	Chlorocebus pygerythrus
GCA_029866585.1	host_disease	anogenital lesion
GCA_029866585.1	isolation_source	skin
GCA_029866585.1	lat_lon	missing
GCA_029866585.1	host_sex	male
GCA_029866585.1	sub_species	pertenue
GCA_029866605.1	strain	18NCF8220317
GCA_029866605.1	collected_by	DPZ Goettingen
GCA_029866605.1	collection_date	2017-03-22
GCA_029866605.1	geo_loc_name	Tanzania: Ngorongoro Conservation Area
GCA_029866605.1	host	Papio anubis
GCA_029866605.1	host_disease	anogenital lesion
GCA_029866605.1	isolation_source	skin
GCA_029866605.1	lat_lon	missing
GCA_029866605.1	host_sex	female
GCA_029866605.1	sub_species	pertenue
GCA_029866645.1	strain	7SNM5081115
GCA_029866645.1	collected_by	DPZ Goettingen
GCA_029866645.1	collection_date	2015-11-08
GCA_029866645.1	geo_loc_name	Tanzania: Serengeti National Park
GCA_029866645.1	host	Papio anubis
GCA_029866645.1	host_disease	anogenital lesion
GCA_029866645.1	isolation_source	skin
GCA_029866645.1	lat_lon	missing
GCA_029866645.1	host_sex	male
GCA_029866645.1	sub_species	pertenue
GCA_029866665.1	strain	32LMM2190317
GCA_029866665.1	collected_by	DPZ Goettingen
GCA_029866665.1	collection_date	2017-03-19
GCA_029866665.1	geo_loc_name	Tanzania: Lake Manyara National Park
GCA_029866665.1	host	Chlorocebus pygerythrus
GCA_029866665.1	host_disease	anogenital lesion
GCA_029866665.1	isolation_source	skin
GCA_029866665.1	lat_lon	missing
GCA_029866665.1	host_sex	male
GCA_029866665.1	sub_species	pertenue
GCA_029866685.1	strain	34LMM2190317
GCA_029866685.1	collected_by	DPZ Goettingen
GCA_029866685.1	collection_date	2017-03-19
GCA_029866685.1	geo_loc_name	Tanzania: Lake Manyara National Park
GCA_029866685.1	host	Chlorocebus pygerythrus
GCA_029866685.1	host_disease	anogenital lesion
GCA_029866685.1	isolation_source	skin
GCA_029866685.1	lat_lon	missing
GCA_029866685.1	host_sex	male
GCA_029866685.1	sub_species	pertenue
GCA_029866705.1	strain	22LMF5290815
GCA_029866705.1	collected_by	DPZ Goettingen
GCA_029866705.1	collection_date	2015-08-29
GCA_029866705.1	geo_loc_name	Tanzania: Lake Manyara National Park
GCA_029866705.1	host	Papio anubis
GCA_029866705.1	host_disease	anogenital lesion
GCA_029866705.1	isolation_source	skin
GCA_029866705.1	lat_lon	missing
GCA_029866705.1	host_sex	female
GCA_029866705.1	sub_species	pertenue
GCA_029866725.1	strain	24SNM5151115
GCA_029866725.1	collected_by	DPZ Goettingen
GCA_029866725.1	collection_date	2015-11-15
GCA_029866725.1	geo_loc_name	Tanzania: Serengeti National Park
GCA_029866725.1	host	Papio anubis
GCA_029866725.1	host_disease	anogenital lesion
GCA_029866725.1	isolation_source	skin
GCA_029866725.1	lat_lon	missing
GCA_029866725.1	host_sex	male
GCA_029866725.1	sub_species	pertenue
GCA_029866745.1	strain	11LMF5200815
GCA_029866745.1	collected_by	DPZ Goettingen
GCA_029866745.1	collection_date	2015-08-20
GCA_029866745.1	geo_loc_name	Tanzania: Lake Manyara National Park
GCA_029866745.1	host	Papio anubis
GCA_029866745.1	host_disease	anogenital lesion
GCA_029866745.1	isolation_source	swab
GCA_029866745.1	lat_lon	missing
GCA_029866745.1	host_sex	female
GCA_029866745.1	sub_species	pertenue
GCA_029866765.1	strain	49F8190407
GCA_029866765.1	collected_by	DPZ Goettingen
GCA_029866765.1	collection_date	2007-04-19
GCA_029866765.1	geo_loc_name	Tanzania: Lake Manyara National Park
GCA_029866765.1	host	Papio anubis
GCA_029866765.1	host_disease	anogenital lesion
GCA_029866765.1	isolation_source	skin
GCA_029866765.1	lat_lon	missing
GCA_029866765.1	host_sex	female
GCA_029866765.1	sub_species	pertenue
GCA_029958405.2	alternate_ID	Nichols
GCA_029958405.2	collected_by	Mathew Golden
GCA_029958405.2	collection_date	2021
GCA_029958405.2	geo_loc_name	USA: Seattle, Washington
GCA_029958405.2	host	Homo sapiens
GCA_029958405.2	host_disease	Not Collected
GCA_029958405.2	isolation_source	throat
GCA_029958405.2	lat_lon	47.608013 N 122.335167 W
GCA_029958405.2	strain	P-21-20045
GCA_029958425.3	alternate_ID	Nichols
GCA_029958425.3	collected_by	Mathew Golden
GCA_029958425.3	collection_date	2022
GCA_029958425.3	geo_loc_name	USA: Seattle, Washington
GCA_029958425.3	host	Homo sapiens
GCA_029958425.3	host_disease	Not Collected
GCA_029958425.3	isolation_source	Rectal
GCA_029958425.3	lat_lon	47.608013 N 122.335167 W
GCA_029958425.3	strain	R-21-10122
GCA_029958445.3	alternate_ID	SS14
GCA_029958445.3	collected_by	Mathew Golden
GCA_029958445.3	collection_date	2021
GCA_029958445.3	geo_loc_name	USA: Seattle, Washington
GCA_029958445.3	host	Homo sapiens
GCA_029958445.3	host_disease	Not Collected
GCA_029958445.3	isolation_source	Vaginal
GCA_029958445.3	lat_lon	47.608013 N 122.335167 W
GCA_029958445.3	strain	V-21-40015
GCA_029958465.3	alternate_ID	SS14
GCA_029958465.3	collected_by	Mathew Golden
GCA_029958465.3	collection_date	2022
GCA_029958465.3	geo_loc_name	USA: Seattle, Washington
GCA_029958465.3	host	Homo sapiens
GCA_029958465.3	host_disease	Not Collected
GCA_029958465.3	isolation_source	throat
GCA_029958465.3	lat_lon	47.608013 N 122.335167 W
GCA_029958465.3	strain	P-22-20282
GCA_029958485.3	alternate_ID	Nichols
GCA_029958485.3	collected_by	Mathew Golden
GCA_029958485.3	collection_date	2021
GCA_029958485.3	geo_loc_name	USA: Seattle, Washington
GCA_029958485.3	host	Homo sapiens
GCA_029958485.3	host_disease	Not Collected
GCA_029958485.3	isolation_source	throat
GCA_029958485.3	lat_lon	47.608013 N 122.335167 W
GCA_029958485.3	strain	P-21-20135
GCA_029958505.3	alternate_ID	SS14
GCA_029958505.3	collected_by	Mathew Golden
GCA_029958505.3	collection_date	2021
GCA_029958505.3	geo_loc_name	USA: Seattle, Washington
GCA_029958505.3	host	Homo sapiens
GCA_029958505.3	host_disease	Not Collected
GCA_029958505.3	isolation_source	Vaginal
GCA_029958505.3	lat_lon	47.608013 N 122.335167 W
GCA_029958505.3	strain	V-21-40014
GCA_029958525.3	alternate_ID	Nichols
GCA_029958525.3	collected_by	Tara Reid
GCA_029958525.3	collection_date	2022
GCA_029958525.3	geo_loc_name	USA: Seattle, Washington
GCA_029958525.3	host	Homo sapiens
GCA_029958525.3	host_disease	Not Collected
GCA_029958525.3	isolation_source	Lesion
GCA_029958525.3	lat_lon	47.608013 N 122.335167 W
GCA_029958525.3	strain	UW15993L
GCA_029958545.3	alternate_ID	Nichols
GCA_029958545.3	collected_by	Mathew Golden
GCA_029958545.3	collection_date	2022
GCA_029958545.3	geo_loc_name	USA: Seattle, Washington
GCA_029958545.3	host	Homo sapiens
GCA_029958545.3	host_disease	Not Collected
GCA_029958545.3	isolation_source	throat
GCA_029958545.3	lat_lon	47.608013 N 122.335167 W
GCA_029958545.3	strain	P-22-20168
GCA_029958565.3	alternate_ID	Nichols
GCA_029958565.3	collected_by	Mathew Golden
GCA_029958565.3	collection_date	2021
GCA_029958565.3	geo_loc_name	USA: Seattle, Washington
GCA_029958565.3	host	Homo sapiens
GCA_029958565.3	host_disease	Not Collected
GCA_029958565.3	isolation_source	throat
GCA_029958565.3	lat_lon	47.608013 N 122.335167 W
GCA_029958565.3	strain	P-21-20167
GCA_029958585.3	alternate_ID	Nichols
GCA_029958585.3	collected_by	Mathew Golden
GCA_029958585.3	collection_date	2021
GCA_029958585.3	geo_loc_name	USA: Seattle, Washington
GCA_029958585.3	host	Homo sapiens
GCA_029958585.3	host_disease	Not Collected
GCA_029958585.3	isolation_source	Rectal
GCA_029958585.3	lat_lon	47.608013 N 122.335167 W
GCA_029958585.3	strain	R-21-10099
GCA_029958605.3	alternate_ID	Nichols
GCA_029958605.3	collected_by	Mathew Golden
GCA_029958605.3	collection_date	2021
GCA_029958605.3	geo_loc_name	USA: Seattle, Washington
GCA_029958605.3	host	Homo sapiens
GCA_029958605.3	host_disease	Not Collected
GCA_029958605.3	isolation_source	Rectal
GCA_029958605.3	lat_lon	47.608013 N 122.335167 W
GCA_029958605.3	strain	R-21-10111
GCA_029958625.3	alternate_ID	Nichols
GCA_029958625.3	collected_by	Mathew Golden
GCA_029958625.3	collection_date	2022
GCA_029958625.3	geo_loc_name	USA: Seattle, Washington
GCA_029958625.3	host	Homo sapiens
GCA_029958625.3	host_disease	Not Collected
GCA_029958625.3	isolation_source	throat
GCA_029958625.3	lat_lon	47.608013 N 122.335167 W
GCA_029958625.3	strain	P-22-20227
GCA_029958645.3	alternate_ID	Nichols
GCA_029958645.3	collected_by	Mathew Golden
GCA_029958645.3	collection_date	2022
GCA_029958645.3	geo_loc_name	USA: Seattle, Washington
GCA_029958645.3	host	Homo sapiens
GCA_029958645.3	host_disease	Not Collected
GCA_029958645.3	isolation_source	throat
GCA_029958645.3	lat_lon	47.608013 N 122.335167 W
GCA_029958645.3	strain	P-22-20006
GCA_029958665.3	alternate_ID	Nichols
GCA_029958665.3	collected_by	Mathew Golden
GCA_029958665.3	collection_date	2021
GCA_029958665.3	geo_loc_name	USA: Seattle, Washington
GCA_029958665.3	host	Homo sapiens
GCA_029958665.3	host_disease	Not Collected
GCA_029958665.3	isolation_source	throat
GCA_029958665.3	lat_lon	47.608013 N 122.335167 W
GCA_029958665.3	strain	P-21-20119
GCA_029958685.3	alternate_ID	Nichols
GCA_029958685.3	collected_by	Mathew Golden
GCA_029958685.3	collection_date	2022
GCA_029958685.3	geo_loc_name	USA: Seattle, Washington
GCA_029958685.3	host	Homo sapiens
GCA_029958685.3	host_disease	Not Collected
GCA_029958685.3	isolation_source	Rectal
GCA_029958685.3	lat_lon	47.608013 N 122.335167 W
GCA_029958685.3	strain	R-22-10139
GCA_029958705.3	alternate_ID	Nichols
GCA_029958705.3	collected_by	Mathew Golden
GCA_029958705.3	collection_date	2022
GCA_029958705.3	geo_loc_name	USA: Seattle, Washington
GCA_029958705.3	host	Homo sapiens
GCA_029958705.3	host_disease	Not Collected
GCA_029958705.3	isolation_source	throat
GCA_029958705.3	lat_lon	47.608013 N 122.335167 W
GCA_029958705.3	strain	P-22-20198
GCA_029958725.3	alternate_ID	SS14
GCA_029958725.3	collected_by	Mathew Golden
GCA_029958725.3	collection_date	2021
GCA_029958725.3	geo_loc_name	USA: Seattle, Washington
GCA_029958725.3	host	Homo sapiens
GCA_029958725.3	host_disease	Not Collected
GCA_029958725.3	isolation_source	Rectal
GCA_029958725.3	lat_lon	47.608013 N 122.335167 W
GCA_029958725.3	strain	R-21-10052
GCA_029958745.3	alternate_ID	SS14
GCA_029958745.3	collected_by	Mathew Golden
GCA_029958745.3	collection_date	2021
GCA_029958745.3	geo_loc_name	USA: Seattle, Washington
GCA_029958745.3	host	Homo sapiens
GCA_029958745.3	host_disease	Not Collected
GCA_029958745.3	isolation_source	Rectal
GCA_029958745.3	lat_lon	47.608013 N 122.335167 W
GCA_029958745.3	strain	R-21-10091
GCA_029958765.3	alternate_ID	SS14
GCA_029958765.3	collected_by	Mathew Golden
GCA_029958765.3	collection_date	2021
GCA_029958765.3	geo_loc_name	USA: Seattle, Washington
GCA_029958765.3	host	Homo sapiens
GCA_029958765.3	host_disease	Not Collected
GCA_029958765.3	isolation_source	Vaginal
GCA_029958765.3	lat_lon	47.608013 N 122.335167 W
GCA_029958765.3	strain	V-21-40005
GCA_029958785.3	alternate_ID	SS14
GCA_029958785.3	collected_by	Mathew Golden
GCA_029958785.3	collection_date	2021
GCA_029958785.3	geo_loc_name	USA: Seattle, Washington
GCA_029958785.3	host	Homo sapiens
GCA_029958785.3	host_disease	Not Collected
GCA_029958785.3	isolation_source	Vaginal
GCA_029958785.3	lat_lon	47.608013 N 122.335167 W
GCA_029958785.3	strain	V-21-40001
GCA_029958805.3	alternate_ID	SS14
GCA_029958805.3	collected_by	Tara Reid
GCA_029958805.3	collection_date	2021
GCA_029958805.3	geo_loc_name	USA: Seattle, Washington
GCA_029958805.3	host	Homo sapiens
GCA_029958805.3	host_disease	Not Collected
GCA_029958805.3	isolation_source	Lesion
GCA_029958805.3	lat_lon	47.608013 N 122.335167 W
GCA_029958805.3	strain	UW15970L
GCA_029958825.3	alternate_ID	SS14
GCA_029958825.3	collected_by	Mathew Golden
GCA_029958825.3	collection_date	2022
GCA_029958825.3	geo_loc_name	USA: Seattle, Washington
GCA_029958825.3	host	Homo sapiens
GCA_029958825.3	host_disease	Not Collected
GCA_029958825.3	isolation_source	Rectal
GCA_029958825.3	lat_lon	47.608013 N 122.335167 W
GCA_029958825.3	strain	R-22-10209
GCA_029958845.3	alternate_ID	SS14
GCA_029958845.3	collected_by	Mathew Golden
GCA_029958845.3	collection_date	2021
GCA_029958845.3	geo_loc_name	USA: Seattle, Washington
GCA_029958845.3	host	Homo sapiens
GCA_029958845.3	host_disease	Not Collected
GCA_029958845.3	isolation_source	throat
GCA_029958845.3	lat_lon	47.608013 N 122.335167 W
GCA_029958845.3	strain	P-21-20120
GCA_029958865.3	alternate_ID	SS14
GCA_029958865.3	collected_by	Mathew Golden
GCA_029958865.3	collection_date	2021
GCA_029958865.3	geo_loc_name	USA: Seattle, Washington
GCA_029958865.3	host	Homo sapiens
GCA_029958865.3	host_disease	Not Collected
GCA_029958865.3	isolation_source	throat
GCA_029958865.3	lat_lon	47.608013 N 122.335167 W
GCA_029958865.3	strain	P-21-20116
GCA_030008115.1	strain	GSPAR096KPC
GCA_030008115.1	collected_by	NA
GCA_030008115.1	collection_date	missing
GCA_030008115.1	geo_loc_name	Argentina
GCA_030008115.1	host	Homo sapiens
GCA_030008115.1	host_disease	syphilis
GCA_030008115.1	isolation_source	swab
GCA_030008115.1	lat_lon	missing
GCA_030008135.1	strain	GSPAR096KOM
GCA_030008135.1	collected_by	NA
GCA_030008135.1	collection_date	missing
GCA_030008135.1	geo_loc_name	Argentina
GCA_030008135.1	host	Homo sapiens
GCA_030008135.1	host_disease	syphilis
GCA_030008135.1	isolation_source	swab
GCA_030008135.1	lat_lon	missing
GCA_030008155.1	strain	GSPAR095MSL
GCA_030008155.1	collected_by	NA
GCA_030008155.1	collection_date	missing
GCA_030008155.1	geo_loc_name	Argentina
GCA_030008155.1	host	Homo sapiens
GCA_030008155.1	host_disease	syphilis
GCA_030008155.1	isolation_source	swab
GCA_030008155.1	lat_lon	missing
GCA_030008175.1	strain	GSPAR095MPS
GCA_030008175.1	collected_by	NA
GCA_030008175.1	collection_date	missing
GCA_030008175.1	geo_loc_name	Argentina
GCA_030008175.1	host	Homo sapiens
GCA_030008175.1	host_disease	syphilis
GCA_030008175.1	isolation_source	swab
GCA_030008175.1	lat_lon	missing
GCA_030008195.1	strain	GSPAR093SOM
GCA_030008195.1	collected_by	NA
GCA_030008195.1	collection_date	missing
GCA_030008195.1	geo_loc_name	Argentina
GCA_030008195.1	host	Homo sapiens
GCA_030008195.1	host_disease	syphilis
GCA_030008195.1	isolation_source	swab
GCA_030008195.1	lat_lon	missing
GCA_030008215.1	strain	GSPAR093SGS
GCA_030008215.1	collected_by	NA
GCA_030008215.1	collection_date	missing
GCA_030008215.1	geo_loc_name	Argentina
GCA_030008215.1	host	Homo sapiens
GCA_030008215.1	host_disease	syphilis
GCA_030008215.1	isolation_source	swab
GCA_030008215.1	lat_lon	missing
GCA_030008235.1	strain	GSPAR092UPS
GCA_030008235.1	collected_by	NA
GCA_030008235.1	collection_date	missing
GCA_030008235.1	geo_loc_name	Argentina
GCA_030008235.1	host	Homo sapiens
GCA_030008235.1	host_disease	syphilis
GCA_030008235.1	isolation_source	swab
GCA_030008235.1	lat_lon	missing
GCA_030008255.1	strain	GSPAR092UOM
GCA_030008255.1	collected_by	NA
GCA_030008255.1	collection_date	missing
GCA_030008255.1	geo_loc_name	Argentina
GCA_030008255.1	host	Homo sapiens
GCA_030008255.1	host_disease	syphilis
GCA_030008255.1	isolation_source	swab
GCA_030008255.1	lat_lon	missing
GCA_030008275.1	strain	GSPAR087MOM
GCA_030008275.1	collected_by	NA
GCA_030008275.1	collection_date	missing
GCA_030008275.1	geo_loc_name	Argentina
GCA_030008275.1	host	Homo sapiens
GCA_030008275.1	host_disease	syphilis
GCA_030008275.1	isolation_source	swab
GCA_030008275.1	lat_lon	missing
GCA_030008295.1	strain	GSPAR083WGS
GCA_030008295.1	collected_by	NA
GCA_030008295.1	collection_date	missing
GCA_030008295.1	geo_loc_name	Argentina
GCA_030008295.1	host	Homo sapiens
GCA_030008295.1	host_disease	syphilis
GCA_030008295.1	isolation_source	swab
GCA_030008295.1	lat_lon	missing
GCA_030008315.1	strain	GSPAR082YP
GCA_030008315.1	collected_by	NA
GCA_030008315.1	collection_date	missing
GCA_030008315.1	geo_loc_name	Argentina
GCA_030008315.1	host	Homo sapiens
GCA_030008315.1	host_disease	syphilis
GCA_030008315.1	isolation_source	swab
GCA_030008315.1	lat_lon	missing
GCA_030008335.1	strain	GSPAR0769GS
GCA_030008335.1	collected_by	NA
GCA_030008335.1	collection_date	missing
GCA_030008335.1	geo_loc_name	Argentina
GCA_030008335.1	host	Homo sapiens
GCA_030008335.1	host_disease	syphilis
GCA_030008335.1	isolation_source	swab
GCA_030008335.1	lat_lon	missing
GCA_030008435.1	strain	GSPAR0721PS
GCA_030008435.1	collected_by	NA
GCA_030008435.1	collection_date	missing
GCA_030008435.1	geo_loc_name	Argentina
GCA_030008435.1	host	Homo sapiens
GCA_030008435.1	host_disease	syphilis
GCA_030008435.1	isolation_source	swab
GCA_030008435.1	lat_lon	missing
GCA_030008555.1	strain	GSPAR0721OM
GCA_030008555.1	collected_by	NA
GCA_030008555.1	collection_date	missing
GCA_030008555.1	geo_loc_name	Argentina
GCA_030008555.1	host	Homo sapiens
GCA_030008555.1	host_disease	syphilis
GCA_030008555.1	isolation_source	swab
GCA_030008555.1	lat_lon	missing
GCA_030008655.1	strain	GSPAR0721GS
GCA_030008655.1	collected_by	NA
GCA_030008655.1	collection_date	missing
GCA_030008655.1	geo_loc_name	Argentina
GCA_030008655.1	host	Homo sapiens
GCA_030008655.1	host_disease	syphilis
GCA_030008655.1	isolation_source	swab
GCA_030008655.1	lat_lon	missing
GCA_030008675.1	strain	GSPAR0705OM
GCA_030008675.1	collected_by	NA
GCA_030008675.1	collection_date	missing
GCA_030008675.1	geo_loc_name	Argentina
GCA_030008675.1	host	Homo sapiens
GCA_030008675.1	host_disease	syphilis
GCA_030008675.1	isolation_source	swab
GCA_030008675.1	lat_lon	missing
GCA_030008695.1	strain	GSPAR065BP
GCA_030008695.1	collected_by	NA
GCA_030008695.1	collection_date	missing
GCA_030008695.1	geo_loc_name	Argentina
GCA_030008695.1	host	Homo sapiens
GCA_030008695.1	host_disease	syphilis
GCA_030008695.1	isolation_source	swab
GCA_030008695.1	lat_lon	missing
GCA_030008715.1	strain	GSPAR0601OM
GCA_030008715.1	collected_by	NA
GCA_030008715.1	collection_date	missing
GCA_030008715.1	geo_loc_name	Argentina
GCA_030008715.1	host	Homo sapiens
GCA_030008715.1	host_disease	syphilis
GCA_030008715.1	isolation_source	swab
GCA_030008715.1	lat_lon	missing
GCA_030008735.1	strain	GSPAR059ZGM
GCA_030008735.1	collected_by	NA
GCA_030008735.1	collection_date	missing
GCA_030008735.1	geo_loc_name	Argentina
GCA_030008735.1	host	Homo sapiens
GCA_030008735.1	host_disease	syphilis
GCA_030008735.1	isolation_source	swab
GCA_030008735.1	lat_lon	missing
GCA_030008755.1	strain	GSPAR058XPS
GCA_030008755.1	collected_by	NA
GCA_030008755.1	collection_date	missing
GCA_030008755.1	geo_loc_name	Argentina
GCA_030008755.1	host	Homo sapiens
GCA_030008755.1	host_disease	syphilis
GCA_030008755.1	isolation_source	swab
GCA_030008755.1	lat_lon	missing
GCA_030008775.1	strain	GSPAR053BOM
GCA_030008775.1	collected_by	NA
GCA_030008775.1	collection_date	missing
GCA_030008775.1	geo_loc_name	Argentina
GCA_030008775.1	host	Homo sapiens
GCA_030008775.1	host_disease	syphilis
GCA_030008775.1	isolation_source	swab
GCA_030008775.1	lat_lon	missing
GCA_030008795.1	strain	ARG132095H2
GCA_030008795.1	collected_by	NA
GCA_030008795.1	collection_date	missing
GCA_030008795.1	geo_loc_name	Argentina
GCA_030008795.1	host	Homo sapiens
GCA_030008795.1	host_disease	syphilis
GCA_030008795.1	isolation_source	swab
GCA_030008795.1	lat_lon	missing
GCA_030028295.2	collected_by	NA
GCA_030028295.2	collection_date	2021
GCA_030028295.2	geo_loc_name	USA
GCA_030028295.2	host	Homo sapiens
GCA_030028295.2	host_disease	syphilis
GCA_030028295.2	isolation_source	swab
GCA_030028295.2	lat_lon	missing
GCA_030028295.2	strain	UW15939
GCA_030028315.2	collected_by	NA
GCA_030028315.2	collection_date	2021
GCA_030028315.2	geo_loc_name	USA
GCA_030028315.2	host	Homo sapiens
GCA_030028315.2	host_disease	syphilis
GCA_030028315.2	isolation_source	swab
GCA_030028315.2	lat_lon	missing
GCA_030028315.2	strain	UW15953
GCA_030384625.1	strain	UAB09TUH034
GCA_030384625.1	collected_by	NA
GCA_030384625.1	collection_date	2021
GCA_030384625.1	geo_loc_name	USA
GCA_030384625.1	host	Homo sapiens
GCA_030384625.1	host_disease	syphilis
GCA_030384625.1	isolation_source	swab
GCA_030384625.1	lat_lon	missing
GCA_030384645.1	strain	EM211ph
GCA_030384645.1	collected_by	NA
GCA_030384645.1	collection_date	2021
GCA_030384645.1	geo_loc_name	USA
GCA_030384645.1	host	Homo sapiens
GCA_030384645.1	host_disease	syphilis
GCA_030384645.1	isolation_source	swab
GCA_030384645.1	lat_lon	missing
GCA_030451325.1	collected_by	Gary Wormser
GCA_030451325.1	collection_date	2021-11
GCA_030451325.1	geo_loc_name	USA: Orange county, New York
GCA_030451325.1	host	Homo sapiens
GCA_030451325.1	host_disease	Syphilis
GCA_030451325.1	isolation_source	Mouth chancre
GCA_030451325.1	lat_lon	41.3912 N 74.3118 W
GCA_030451325.1	host_age	39
GCA_030451325.1	host_health_state	HIV-negative
GCA_030451325.1	host_sex	female
GCA_030451325.1	host_tissue_sampled	tongue
GCA_030451325.1	sub_species	pallidum
GCA_030451325.1	strain	NYMC01
GCA_032599045.1	strain	WiscTPLN
GCA_032599045.1	collected_by	NA
GCA_032599045.1	collection_date	missing
